dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,9.363557,19.267516,10.094836,2.724907,-3.754944,2.198643,0.039213
0.050000,9.490576,19.272034,10.221936,2.541985,-3.658426,1.930363,0.032004
0.050000,9.608693,19.275449,10.340101,2.363314,-3.573435,1.699827,0.025912
0.050000,9.718083,19.277999,10.449521,2.188395,-3.498383,1.501031,0.020790
0.050000,9.818905,19.279876,10.550361,2.016797,-3.431956,1.328535,0.016509
0.050000,9.911302,19.281235,10.642768,1.848143,-3.373078,1.177564,0.012955
0.050000,9.995401,19.282199,10.726873,1.682099,-3.320878,1.044012,0.010025
0.050000,10.071317,19.282868,10.802791,1.518366,-3.274657,0.924404,0.007631
0.050000,10.139149,19.283319,10.870625,1.356673,-3.233866,0.815828,0.005691
0.050000,10.198987,19.283612,10.930463,1.196769,-3.198073,0.715870,0.004138
0.050000,10.250907,19.283795,10.982384,1.038422,-3.166945,0.622553,0.002909
0.050000,10.294978,19.283901,11.026455,0.881410,-3.140231,0.534272,0.001953
0.050000,10.331254,19.283959,11.062731,0.725523,-3.117744,0.449743,0.001227
0.050000,10.359782,19.283986,11.091259,0.570556,-3.099347,0.367952,0.000694
0.050000,10.380597,19.283997,11.112074,0.416309,-3.084941,0.288107,0.000326
0.050000,10.393726,19.284000,11.125204,0.262586,-3.074461,0.209600,0.000104
0.050000,10.399186,19.284000,11.130663,0.109193,-3.067863,0.131960,0.000013
0.050000,10.400000,19.284000,11.131477,0.016278,-1.858281,24.191645,0.000000
0.050000,10.400000,19.284000,11.131477,0.000000,-0.325569,30.654233,0.000000
