0.003750, 0.150000, 50
0.015916, 0.243311, 50
0.036225, 0.406180, 50
0.064727, 0.570051, 50
0.101494, 0.735346, 50
0.146620, 0.902504, 50
0.200219, 1.071998, 50
0.262436, 1.244339, 50
0.333441, 1.420092, 50
0.413436, 1.599892, 50
0.502659, 1.784463, 50
0.601391, 1.974645, 50
0.709962, 2.171419, 50
0.828759, 2.375947, 50
0.958240, 2.589604, 50
1.098941, 2.814022, 50
1.251497, 3.051119, 50
1.416652, 3.303111, 50
1.595276, 3.572468, 50
1.788364, 3.861768, 50
1.991871, 4.070138, 50
2.201205, 4.186686, 50
2.416541, 4.306728, 50
2.637869, 4.426547, 50
2.864917, 4.540967, 50
3.097094, 4.643534, 50
3.333450, 4.727127, 50
3.572702, 4.785031, 50
3.813314, 4.812245, 50
4.053646, 4.806641, 50
4.292120, 4.769482, 50
4.527375, 4.705100, 50
4.758368, 4.619859, 50
4.984410, 4.520844, 50
5.205146, 4.414716, 50
5.420496, 4.306992, 50
5.630584, 4.201766, 50
5.835672, 4.101764, 50
6.025617, 3.798888, 50
6.142689, 2.341453, 50
6.257707, 2.300362, 50
6.370553, 2.256923, 50
6.481119, 2.211305, 50
6.589309, 2.163802, 50
6.695052, 2.114860, 50
6.798307, 2.065105, 50
6.899075, 2.015367, 50
6.997410, 1.966690, 50
7.093426, 1.920330, 50
7.187312, 1.877713, 50
7.279331, 1.840373, 50
7.369823, 1.809855, 50
7.459203, 1.787582, 50
7.547939, 1.774724, 50
7.636542, 1.772064, 50
7.725537, 1.779908, 50
7.815440, 1.798048, 50
7.906729, 1.825784, 50
7.999829, 1.862008, 50
8.095096, 1.905327, 50
8.192806, 1.954200, 50
8.293159, 2.007072, 50
8.396283, 2.062482, 50
8.502240, 2.119135, 50
8.611037, 2.175942, 50
8.722639, 2.232038, 50
8.836978, 2.286769, 50
8.953961, 2.339670, 50
9.073483, 2.390440, 50
9.195429, 2.438910, 50
9.319679, 2.485012, 50
9.446117, 2.528761, 50
9.574629, 2.570226, 50
9.705105, 2.609517, 50
9.834820, 2.594315, 50
9.960211, 2.507810, 50
10.080264, 2.401064, 50
10.194705, 2.288818, 50
10.303292, 2.171744, 50
10.405813, 2.050419, 50
10.502080, 1.925341, 50
10.591927, 1.796940, 50
10.675207, 1.665595, 50
10.751789, 1.531640, 50
10.821557, 1.395373, 50
10.884411, 1.257067, 50
10.940259, 1.116970, 50
10.989025, 0.975318, 50
11.030642, 0.832329, 50
11.065052, 0.688217, 50
11.092212, 0.543184, 50
11.112083, 0.397431, 50
11.124641, 0.251154, 50
11.129868, 0.104547, 50
11.130648, 0.015591, 50
11.130648, 0.000000, 50
