0.003750, 0.150000, 50
0.014084, 0.206689, 50
0.031275, 0.343820, 50
0.055273, 0.479949, 50
0.086006, 0.614654, 50
0.123380, 0.747495, 50
0.167280, 0.878001, 50
0.217563, 1.005659, 50
0.274059, 1.129904, 50
0.336564, 1.250102, 50
0.404840, 1.365528, 50
0.478607, 1.475342, 50
0.557535, 1.578560, 50
0.641236, 1.674022, 50
0.729254, 1.760349, 50
0.821049, 1.835908, 50
0.915988, 1.898777, 50
1.013325, 1.946736, 50
1.112190, 1.977309, 50
1.211586, 1.987908, 50
1.308057, 1.929428, 50
1.398696, 1.812780, 50
1.483327, 1.692625, 50
1.561961, 1.572681, 50
1.634868, 1.458131, 50
1.702640, 1.355441, 50
1.766227, 1.271740, 50
1.826915, 1.213760, 50
1.886240, 1.186508, 50
1.945846, 1.192120, 50
2.007313, 1.229329, 50
2.072003, 1.293796, 50
2.140960, 1.379145, 50
2.214874, 1.478279, 50
2.294100, 1.584525, 50
2.378718, 1.692360, 50
2.468602, 1.797687, 50
2.563491, 1.897775, 50
2.673352, 2.197224, 50
2.856272, 3.658383, 50
3.041244, 3.699453, 50
3.228388, 3.742868, 50
3.417811, 3.788459, 50
3.609607, 3.835933, 50
3.803849, 3.884843, 50
4.000577, 3.934564, 50
4.199791, 3.984266, 50
4.401436, 4.032905, 50
4.605397, 4.079228, 50
4.811488, 4.121810, 50
5.019444, 4.159117, 50
5.228924, 4.189608, 50
5.439517, 4.211860, 50
5.650753, 4.224707, 50
5.862121, 4.227365, 50
6.073097, 4.219528, 50
6.283167, 4.201404, 50
6.491852, 4.173693, 50
6.698727, 4.137501, 50
6.903438, 4.094219, 50
7.105707, 4.045386, 50
7.305335, 3.992554, 50
7.502194, 3.937185, 50
7.696223, 3.880571, 50
7.887413, 3.823801, 50
8.075800, 3.767738, 50
8.261452, 3.713038, 50
8.444460, 3.660164, 50
8.624931, 3.609419, 50
8.802979, 3.560971, 50
8.978724, 3.514887, 50
9.152281, 3.471155, 50
9.323767, 3.429704, 50
9.493288, 3.390425, 50
9.657663, 3.287511, 50
9.812958, 3.105898, 50
9.958591, 2.912654, 50
10.094836, 2.724907, 50
10.221936, 2.541985, 50
10.340101, 2.363314, 50
10.449521, 2.188395, 50
10.550361, 2.016797, 50
10.642768, 1.848143, 50
10.726873, 1.682099, 50
10.802791, 1.518366, 50
10.870625, 1.356673, 50
10.930463, 1.196769, 50
10.982384, 1.038422, 50
11.026455, 0.881410, 50
11.062731, 0.725523, 50
11.091259, 0.570556, 50
11.112074, 0.416309, 50
11.125204, 0.262586, 50
11.130663, 0.109193, 50
11.131477, 0.016278, 50
11.131477, 0.000000, 50
